permno,fyear,EXECID,grantdate,P_month,T,r,sigma,d,security,ret,retlag,val_lag,portfolio,delta,vega,vested,tobinsq,assets,leverage,cfo
89006,2009,23077,20090228,2,10,0.03527,0.19688,0.03294,1,-0.28028,-0.06220,7.694,10.100,5.628,4.850,0.12956,1.27348,11.05214,0.25210,0.06090
89006,2010,23077,20100228,2,10,0.03237,0.24184,0.03802,0,0.24265,-0.28028,8.966,10.274,5.923,5.559,0.15399,1.21424,11.10819,0.23442,0.08060
89006,2010,23077,20100228,2,10,0.03237,0.24184,0.03802,1,0.24265,-0.28028,7.758,10.274,5.923,5.559,0.15399,1.21424,11.10819,0.23442,0.08060
89006,2011,23077,20110228,2,10,0.01961,0.23441,0.03961,0,0.11655,0.24265,8.909,10.844,6.499,6.028,0.39252,1.20199,11.46468,0.25078,0.05618
89006,2011,23077,20110228,2,10,0.01961,0.23441,0.03961,1,0.11655,0.24265,8.072,10.844,6.499,6.028,0.39252,1.20199,11.46468,0.25078,0.05618
89036,2007,34075,20070630,6,10,0.04018,0.46574,0.00000,0,0.53533,-0.15983,5.072,9.138,4.715,3.368,0.43728,3.04794,4.82962,0.00000,0.04177
89036,2007,34075,20070630,6,10,0.04018,0.46574,0.00000,1,0.53533,-0.15983,6.036,9.138,4.715,3.368,0.43728,3.04794,4.82962,0.00000,0.04177
89036,2008,34075,20080630,6,10,0.02391,0.44901,0.00000,0,0.27669,0.53533,6.171,9.413,5.000,3.537,0.68719,2.62742,5.25002,0.07392,0.08809
89036,2008,34075,20080630,6,10,0.02391,0.44901,0.00000,1,0.27669,0.53533,6.201,9.413,5.000,3.537,0.68719,2.62742,5.25002,0.07392,0.08809
89036,2009,34075,20090630,6,10,0.03527,0.45770,0.00000,0,-0.45499,0.27669,6.626,8.753,4.447,3.772,0.70710,1.52427,5.55923,0.00327,0.06226
89036,2009,34075,20090630,6,10,0.03527,0.45770,0.00000,1,-0.45499,0.27669,6.589,8.753,4.447,3.772,0.70710,1.52427,5.55923,0.00327,0.06226
89036,2010,34075,20100630,6,10,0.03237,0.43859,0.00000,0,0.40636,-0.45499,6.692,9.246,4.917,3.948,0.66873,1.60585,5.67843,0.00237,0.10281
89036,2010,34075,20100630,6,10,0.03237,0.43859,0.00000,1,0.40636,-0.45499,5.560,9.246,4.917,3.948,0.66873,1.60585,5.67843,0.00237,0.10281
89036,2011,34075,20110630,6,10,0.01961,0.46409,0.00000,0,-0.07233,0.40636,6.733,9.302,5.012,4.221,0.68224,1.44366,5.80528,0.00187,0.03954
89036,2011,34075,20110630,6,10,0.01961,0.46409,0.00000,1,-0.07233,0.40636,6.641,9.302,5.012,4.221,0.68224,1.44366,5.80528,0.00187,0.03954
89533,2007,00643,20070731,7,10,0.04018,0.43201,0.02109,0,0.43860,0.08742,0.000,14.650,10.045,0.000,1.00000,2.69876,8.44702,0.19130,0.06103
89533,2007,00643,20070731,7,10,0.04018,0.43201,0.02109,1,0.43860,0.08742,0.000,14.650,10.045,0.000,1.00000,2.69876,8.44702,0.19130,0.06103
89533,2008,00643,20080731,7,10,0.02391,0.46380,0.03840,0,-0.01842,0.43860,0.000,14.804,10.199,0.000,1.00000,2.72657,8.74835,0.20660,0.14145
89533,2008,00643,20080731,7,10,0.02391,0.46380,0.03840,1,-0.01842,0.43860,0.000,14.804,10.199,0.000,1.00000,2.72657,8.74835,0.20660,0.14145
89533,2009,00643,20090731,7,10,0.03527,0.51404,0.03840,0,-0.48041,-0.01842,0.000,13.830,9.225,0.000,1.00000,1.46586,8.81635,0.43497,0.08305
89533,2009,00643,20090731,7,10,0.03527,0.51404,0.03840,1,-0.48041,-0.01842,0.000,13.830,9.225,0.000,1.00000,1.46586,8.81635,0.43497,0.08305
89533,2010,00643,20100731,7,10,0.03237,0.84871,0.03993,0,0.70741,-0.48041,0.000,13.377,8.772,0.000,1.00000,1.54671,8.93363,0.30435,0.08809
89533,2010,00643,20100731,7,10,0.03237,0.84871,0.03993,1,0.70741,-0.48041,0.000,13.377,8.772,0.000,1.00000,1.54671,8.93363,0.30435,0.08809
89533,2011,00643,20110731,7,10,0.01961,0.82359,0.04896,0,0.74867,0.70741,0.000,13.856,9.251,0.000,1.00000,2.60319,8.80620,0.18806,0.13945
89533,2011,00643,20110731,7,10,0.01961,0.82359,0.04896,1,0.74867,0.70741,0.000,13.856,9.251,0.000,1.00000,2.60319,8.80620,0.18806,0.13945
89866,2007,12579,20070731,7,10,0.04018,0.31646,0.00000,0,0.20975,0.39251,0.000,10.060,5.661,3.298,0.87399,2.46037,6.33745,0.07234,0.11920
89866,2007,12579,20070731,7,10,0.04018,0.31646,0.00000,1,-0.09322,1.59843,0.000,10.060,5.661,3.298,0.87399,2.46037,6.33745,0.07234,0.11920
89866,2008,12579,20080731,7,10,0.02391,0.31533,0.00000,0,0.60402,-0.09322,0.000,10.416,5.928,2.750,0.86848,2.16387,7.43464,0.17978,0.09634
89866,2008,12579,20080131,1,10,0.02391,0.31533,0.00000,1,0.60402,-0.09322,6.276,10.416,5.928,2.750,0.86848,2.16387,7.43464,0.17978,0.09634
89866,2009,12579,20090131,1,10,0.03527,0.40174,0.00000,0,-0.13334,0.40337,7.334,9.567,5.156,3.868,0.83747,1.32467,7.54052,0.25789,0.07855
89866,2009,12579,20090131,1,10,0.03527,0.40174,0.00000,1,-0.36531,0.60402,6.635,9.567,5.156,3.868,0.83747,1.32467,7.54052,0.25789,0.07855
89866,2010,12579,20100731,7,10,0.03237,0.38883,0.00000,0,0.09852,-0.13334,0.000,9.980,5.511,3.593,0.80457,1.79324,7.61141,0.16647,0.08715
89866,2010,12579,20100131,1,10,0.03237,0.38883,0.00000,1,0.61621,-0.36531,6.248,9.980,5.511,3.593,0.80457,1.79324,7.61141,0.16647,0.08715
89866,2011,12579,20110731,7,10,0.01961,0.38194,0.00000,0,0.28460,0.61621,0.000,9.098,4.658,3.586,0.50221,1.82228,7.74089,0.14341,0.07880
89866,2011,12579,20110131,1,10,0.01961,0.38194,0.00000,1,0.23920,0.09852,6.795,9.098,4.658,3.586,0.50221,1.82228,7.74089,0.14341,0.07880
90979,2007,34354,20070731,7,10,0.04018,0.30433,0.00000,0,0.45858,0.73063,0.000,13.468,8.863,0.000,1.00000,8.59388,5.67115,0.00252,0.05254
90979,2007,34354,20070731,7,10,0.04018,0.30433,0.00000,1,0.45858,0.73063,0.000,13.468,8.863,0.000,1.00000,8.59388,5.67115,0.00252,0.05254
90979,2008,34354,20080731,7,10,0.02391,0.39986,0.00000,0,-0.53944,0.45858,0.000,13.210,8.605,0.000,1.00000,5.72541,5.97027,0.00641,-0.05055
90979,2008,34354,20080731,7,10,0.02391,0.39986,0.00000,1,-0.53944,0.45858,0.000,13.210,8.605,0.000,1.00000,5.72541,5.97027,0.00641,-0.05055
90979,2009,34354,20090731,7,10,0.03527,0.47612,0.00000,0,-0.17437,-0.53944,0.000,12.605,8.000,0.000,1.00000,2.73197,6.19145,0.03423,0.17797
90979,2009,34354,20090731,7,10,0.03527,0.47612,0.00000,1,-0.17437,-0.53944,0.000,12.605,8.000,0.000,1.00000,2.73197,6.19145,0.03423,0.17797
90979,2010,34354,20100731,7,10,0.03237,0.51503,0.00000,0,0.54082,-0.17437,0.000,12.739,8.134,0.000,1.00000,2.77839,6.30370,0.01334,0.24416
90979,2010,34354,20100731,7,10,0.03237,0.51503,0.00000,1,0.54082,-0.17437,0.000,12.739,8.134,0.000,1.00000,2.77839,6.30370,0.01334,0.24416
90979,2011,34354,20110731,7,10,0.01961,0.50438,0.00000,0,0.94997,0.54082,0.000,13.413,8.808,0.000,1.00000,4.41831,6.51675,0.00534,0.09185
90979,2011,34354,20110731,7,10,0.01961,0.50438,0.00000,1,0.94997,0.54082,0.000,13.413,8.808,0.000,1.00000,4.41831,6.51675,0.00534,0.09185
91556,2007,07208,20070831,8,10,0.03672,0.27141,0.00688,0,0.12244,-0.03700,0.000,10.228,6.107,5.736,0.18880,2.52799,7.76624,0.02516,0.26144
91556,2007,07208,20070831,8,10,0.03672,0.27141,0.00688,1,0.12244,-0.03700,0.000,10.228,6.107,5.736,0.18880,2.52799,7.76624,0.02516,0.26144
91556,2008,07208,20080331,3,10,0.02489,0.23226,0.00832,0,0.40796,0.08324,8.987,10.072,5.922,5.723,0.21375,2.23908,7.77162,0.02825,0.14990
91556,2008,07208,20080331,3,10,0.02489,0.23226,0.00832,1,0.40796,0.08324,8.931,10.072,5.922,5.723,0.21375,2.23908,7.77162,0.02825,0.14990
91556,2009,07208,20090831,8,10,0.03662,0.27376,0.01015,0,0.18072,-0.16168,0.000,9.583,5.462,5.546,0.29706,2.16754,7.76494,0.02938,0.24604
91556,2009,07208,20090831,8,10,0.03662,0.27376,0.01015,1,0.15089,0.40796,0.000,9.583,5.462,5.546,0.29706,2.16754,7.76494,0.02938,0.24604
91556,2010,07208,20100331,3,10,0.03334,0.28496,0.01087,0,0.48421,0.18072,8.875,10.380,5.952,4.729,0.36971,2.62132,7.92647,0.02067,0.37715
91556,2010,07208,20100831,8,10,0.03334,0.28496,0.01087,1,0.06038,0.15089,0.000,10.380,5.952,4.729,0.36971,2.62132,7.92647,0.02067,0.37715
91556,2011,07208,20110331,3,10,0.01951,0.27794,0.01071,0,0.56015,0.33288,8.962,10.410,5.825,1.965,0.27281,3.04255,8.04469,0.01582,0.24310
91556,2011,07208,20110831,8,10,0.01951,0.27794,0.01071,1,0.53899,0.06038,0.000,10.410,5.825,1.965,0.27281,3.04255,8.04469,0.01582,0.24310
